,index,Utterance,Label,translated
4358,279,कहते हैं सिर पर किसी अज्ञात वस्तु का आघात होने के कारण उन्हे पिछले जन्म की अद्भुत वस्तुए याद आ रहीं हैं।,non-humor,"It is said that due to the shock of an unknown object on the head, they remember the wonderful things of the last birth."
4359,280,वो कहते है कि वो किसी करोड़पति बाप के इकलौते बेटे हैं।,non-humor,He says that he is the only son of a millionaire father.
4360,281,अरे वाह गोखले।,humor,Hey wow gokhale
4361,282,गमले का इस्तमाल ऐसे भी होता है।,humor,It is also possible to use.
4362,284,कितनी बार कहा है ।।,non-humor,How often said ..
4363,285,कि मैं एक करोड़पति बाप का इकलौता बेटा हूं।,humor,That I am the only son of a millionaire father.
4364,286,अच्छा तो कहां रहता है तुम्हारा ये करोड़पति बाप,non-humor,"Where do you live, your millionaire father"
4365,287,वर्सोवा में हमारा अपना एक बंगला था। या। बंगलो।,non-humor,We had a bungalow in Versova.or.Bungalo
4366,288,तुम बंगलो में रहते थे,non-humor,You lived in Bangalo
4367,289,या।,non-humor,or.
4368,290,ओ माई गॉड,non-humor,O my god
4369,291,नाम बताओ बगलो का जल्दी।,non-humor,Name tell Baglo's quick
4370,292,मेरे प्रोड्यूसर को बगलो ढ़ूढ़ने में बहुत प्रॉबलम हो रही है,humor,My producer is getting very proud of it
4371,293,शूटिंग के लिए। बोलो।,non-humor,For shooting.Say.
4372,294,नाम याद नहीं आ रहा है।,non-humor,The name is not remembered.
4373,295,नाम था ।।,non-humor,The name was ..
4374,296,सागर क क क ।।,non-humor,Sagar ki ki ..
4375,297,सागर किनारे,non-humor,Sea edge
4376,298,या या।,non-humor,Or or
4377,299,ओ माई गॉड,humor,O my god
4378,300,वहाँ तो मैं तीन चार बार शूट भी कर चुकी हूं।,non-humor,There I've had three shoots three times.
4379,301,लेकिन वहां का जो ओनर है वो एक खूसठ बूढ़ा है,non-humor,But the one who is there is a Khushi old man
4380,302,प्लीज मेरे बाप के बारे में ऐसे बत्तमिजी से बात मत कीजिएगा।,humor,Please do not talk to such states about my father.
4381,303,बाप,non-humor,father
4382,304,छोटूमल मोटूमल करोड़पति तुम्हारा बाप हैं,non-humor,Chhotumal Motumal Millionaire is your father
4383,305,या। बाप हैं।,non-humor,or.Fathers are
4384,306,और ये बाप बाप क्या लगा कर रखा है।,non-humor,And this father has kept the father.
4385,307,मेरे बाप को बाप मत बोलिएगा प्लीज।,non-humor,Please do not say my father to the father.
4386,308,पिता जी कहिए। पिता जी।,non-humor,Say fatherfather.
4387,309,और मैं उनका इकलौता बेटा हूं।,humor,And I am his only son.
4388,310,माँ।,non-humor,Mother.
4389,311,माँ,non-humor,Mother
4390,312,माँ मी,non-humor,Mother m
4391,313,वो तो मामा की थी जो चाचा के साथ भाग गई।,humor,He had a mama who ran away with uncle.
4392,314,वाट,non-humor,Wait
4393,315,या मम्मी मम्मी मम्मी,humor,Or Mummy Mummy Mummy
4394,316,तो मैं अब छोटूमल मोटुमल की वाइफ बन गई हूं,humor,So now I have become a Wife of Chhotumal Motumal
4395,317,या। सौतेली माँ,non-humor,or. step mother
4396,318,माँ,humor,Mother
4397,319,वॉट रब्बिस मैं कोई तुम्हारी मम्मी वम्मी नहीं हूँ,non-humor,Wat Rabbis I am not your mom
4398,320,माँ।,humor,Mother.
4399,321,तुम यकीन क्यूं नहीं मान रही हो,non-humor,You are not sure why
4400,322,पिछले जन्म में भी तुमने  बहुत परेशान किया था मुझे।,non-humor,In the last birth too you had troubled me too.
4401,323,अच्छा इसीलिए इस जन्म में तुम मुझे परेशान करने आए हो इडियट,humor,"Well, in this birth you have come to bother me idiot"
4402,324,आई डोन्ट बीलिव यू एण्ड आई डोन्ट वान्ट हीयर यू।,non-humor,Mother Donet Beali U and I Donet Want Hair U.
4403,325,जाओ चेंज करो। गो।,non-humor,Change go.Go.
4404,326,गो,non-humor,Go
4405,327,माँ,humor,Mother
4406,328,प्रेमा जी।,non-humor,Prema ji
4407,329,केशू जी,non-humor,Keshu ji
4408,330,केशू जी।,humor,Keshu ji
4409,331,प्रेमा जी।,non-humor,Prema ji
4410,332,प्रेमा जी प्रेमा जी ये दिलरुबा के बारे में मैंने अखबार में क्या पढ़ा,non-humor,"Prema ji Prema ji, what did I read about Diluruba"
4411,333,अरे वो तो कुछ भी नहीं है।,non-humor,Hey he is nothing.
4412,334,क्या मतलब,non-humor,What do you mean
4413,335,मतलब ये केशू जी कि दिल कह रहा है,non-humor,Meaning that Keshu is saying the heart
4414,336,कि उसका बाप कोई करोड़पति हैं।,non-humor,That his father is a millionaire.
4415,337,हाँ हाँ। वो पढ़ा मैंने अखबार में।,non-humor,Yes Yes.He read I in the newspaper.
4416,338,लेकिन आपने उसकी माँ के बारे में तो नहीं पढ़ा होगा।,non-humor,But you have not read about her mother.
4417,339,माँ के बारे में क्या पढ़ना प्रेमा जी,humor,What to read about mother
4418,340,नो नो केशू जी। ऐसे वर्ड्स मत कहिए।,humor,No no Keshu jiDo not say such words.
4419,341,क्यों मगर,non-humor,Why but why
4420,342,क्योंकि वो माँ मैं हूं।,humor,Because that mother is me.
4421,343,नहीं ये मैं क्या सुन रहा हूँ  प्रेमा जी,non-humor,"No, what am I listening to Prema ji"
4422,344,केशू जी अपने कान से  उंगली निकाल दो।,non-humor,Keshu ji remove the finger from your ear.
4423,345,अब तो आपको ये रोज सुनना होगा।,non-humor,Now you have to hear this day.
4424,346,आज दिल तो हॉस्पिटल से डिस्चार्ज हो रहा है।,non-humor,Today the heart is being discharged from the hospital.
4425,347,बाहर जाके वो मेरे बोरे में पता नहीं क्या क्या बोलेगा,non-humor,"Go out, he does not know what I will say"
4426,348,ओ आई एम सो अपसेट।,humor,O IM Sleepupset
4427,349,प्रेमा जी,non-humor,Prema ji
4428,350,प्रेमा जी,non-humor,Prema ji
4429,352,उनके टेस्ट वगेरा सब नॉरमल आए हैं।,non-humor,His Test Wagera has all Normal.
4430,353,कोई दिक्कत नहीं है ना,non-humor,There is no problem
4431,354,प्रेमा जी,non-humor,Prema ji
4432,355,प्रेमा जी,non-humor,Prema ji
4433,356,प्रेमा जी,non-humor,Prema ji
4434,357,दिलरुबा जी ,non-humor,Dilruba ji
4435,358,कोकी तुम  यहाँ क्या कर रही हो,non-humor,What are you doing here
4436,359,चुप रहो,humor,keep quiet
4437,360,प्रेमा जी दिलरुबा जी ठीक हैं अब,non-humor,Prema ji dilaruba ji is fine now
4438,361,उनकी कहीं याददाश्त तो वापस नहीं आ गई।,humor,He did not come back to memory.
4439,362,क्या,non-humor,What
4440,363,कुछ ज्यादा ही वापस आ गई है।,non-humor,Something has come back.
4441,364,कोकी जी आपको उस इडियट से मिलने की कोई जरूरत नहीं है।,non-humor,Koki ji has no need to meet that Idiot.
4442,365,आप सीधे घर जाइए।,non-humor,Go home directly.
4443,366,अकु बाई,non-humor,Aku Bai
4444,367,मम्मी ।।,humor,Mummy ..
4445,368,मम्मी  मम्मी चलो घर ले चलो मुझे।,humor,Mummy Mummy Let's take home.
4446,369,दिलरुबा जी कैसे हैं आप,non-humor,Dilruba ji how are you
4447,370,गौरी,humor,Gauri
4448,371,गौरी,non-humor,Gauri
4449,372,कोकी।,non-humor,Koki
4450,373,गौरी ।। गौरी ।।,non-humor,Gauri ..Gauri ..
4451,374,मुझे मेरी गौरी मिल गई,humor,I got my gauri
4452,375,मैं कोकी हूं।,non-humor,I am a koki.
4453,376,मैंने अपनी गौरी को पाया।,non-humor,I found my Gauri
4454,377,अरे,non-humor,Oho
4455,378,छोड़ो,non-humor,Leave
4456,379,वह मेरी बीवी है।,non-humor,She is my wife.
4457,380,छोड़ो,non-humor,Leave
4458,381,नहीं न।,non-humor,No.
4459,382,छोड़।,humor,leave.
4460,383,मंगरु तुम फिर से बीच में आ गए।,humor,Mangaru came again in the middle.
4461,384,मंगरु ।।,humor,Munger ..
4462,385,यहां क्या कर रहे हो बगीचे में पानी कौन डालेगा,humor,What are you doing here in the garden
4463,386,तुम्हारा बाप,humor,Your father
4464,387,केशू जी,non-humor,Keshu ji
4465,388,सॉरी प्रेमा जी।,non-humor,Sorry Prema ji
4466,389,और जोर से मारिए।,humor,And kill loudly.
4467,390,थैंक्यू  प्रेमा जी।,humor,Thank you Prema ji
4468,391,कैसी हो शीला की जवानी,humor,How are sheila youth
4469,392,आं,humor,Come on
4470,393,मम्मी,humor,Mummy
4471,394,गौरी,humor,Gauri
4472,395,मंगरु,humor,Munaru
4473,397,गौरी,non-humor,Gauri
4474,398,गौरी ,non-humor,Gauri
4475,399,दिल।,non-humor,Heart.
4476,400,सीधे सीधे मुझे ये बताओ  कि ये गौरी कौन है।,non-humor,Straight directly tell me who is this Gauri.
4477,401,पिछले जन्म में मेरी मंगेतर बनी थी।,non-humor,My fiancé was made in the last birth.
4478,402,और इस जन्म में कोकी बनी है।,humor,"And in this birth, there is a coci."
4479,403,दिल होश में आ जाओ हां।,non-humor,Come in the heart sensation.
4480,404,वरना ऐसा सबक सिखाउंगी ना अगले 20 जन्मों तक नहीं भूलोगे।,non-humor,"Otherwise, such a lesson will not be able to forget the next 20 births."
4481,405,मैं बेहोश नहीं हूं मैं होश में हूं।,non-humor,I am not unconscious. I am in consciousness.
4482,406,गौरी गौरी तुम कहाँ हो गौरी,non-humor,Gauri Gauri Where are you gauri
4483,407,मैं आ रहा हूं गौरी।,non-humor,I am coming Gauri
4484,408,दिल,non-humor,Heart
4485,409,माँ प्लीज मुझे जाने दो। इस बार तो जाने दो।,humor,Please let me go.Let's go this time.
4486,410,प्लीज माँ मुझे जाने दो।,humor,Please let me go
4487,411,गौरी,humor,Gauri
4488,412,गौरी,humor,Gauri
4489,414,ये लो। सुनो।,non-humor,Yellow.Listen.
4490,415,जाते जाते दिलरुबा जी का हाल चाल पूछते जाना।,non-humor,Go to Dilruba ji's trick.
4491,416,कोई जरुरत नहीं है।,non-humor,No need.
4492,417,अरे,non-humor,Oho
4493,418,और नही तो क्या।,non-humor,What else.
4494,419,बल्कि तुम बाजार जाओ तो एक बड़ा सा गमला लेती आना।,humor,"Rather, if you go to the market then come a big grave."
4495,420,एक बड़ा गमला क्यों,non-humor,Why a big gun
4496,421,पीछली बार मिस्टेक हो गई थी ना।,humor,The following time was Mystery
4497,422,इतना सा गमला फेक के मारा था।,humor,So much was killed by throat.
4498,423,इस बार बड़ा सा गमला फेक कर मारूंगा।,humor,This time I will throw a lot.
4499,424,अरे अरे बेरहम इनसान,non-humor,Hey hey
4500,425,काई का अरे अरे अरे,humor,Hey hey
4501,426,काई का बेरहम इनसान,humor,Kai's merciless
4502,427,ऐसे बेशर्म आदमी के साथ तो ऐसी बेरहमी ही दिखानी चाहिए।,humor,"With such a shameless man, such ruthlessness should be shown."
4503,428,गौरी,humor,Gauri
4504,429,रुको ,non-humor,Wait
4505,430,गौरी। तुम कहाँ हो गौरी,non-humor,GauriWhere are you gauri
4506,431,कहाँ हो गौरी,non-humor,Where are Gauri
4507,432,ऐ भूले भटके ये तेरी गौरी नहीं मेरी गौरी है।,humor,I do not forget it is not my Gauri.
4508,433,ऐ,non-humor,Ai
4509,434,अरे मेरी बीवी।,humor,Hey my wife
4510,435,मंगरु तू,non-humor,Mangaru Tu
4511,436,मंगरु,non-humor,Munaru
4512,437,मंगरु,humor,Munaru
4513,438,मंगरु तू यहाँ क्या कर रहा है बगीचे में पानी कौन देगा,humor,Who will give water in the garden what you are doing here
4514,439,तेरा बाप,humor,Your father
4515,440,ऐ हट ऐ बाप पर मत जाना।,humor,Do not go to Aunt A A Father.
4516,441,ये मजाक मुझे पसंद नहीं है।,humor,I do not like this joke.
4517,442,ऐसा कहकर अपना मजाक मत उड़ा मंगरु।,humor,Do not blame your joke by saying this.
4518,443,मजाक ना उड़ा मंगरु।,non-humor,Jokes do not blow Mangaru
4519,444,गौरी  तुम कहाँ हो गौरी,humor,Gauri Where are you Gauri
4520,445,गौरी  तुम कहाँ हो गौरी,humor,Gauri Where are you Gauri
4521,446,गौरी  कहाँ हो तुम ,non-humor,Where are you
4522,447,छोड़ छोड़,non-humor,Leave
4523,448,चुप रहो ना। चुप रहो केशू। चुप रहो,non-humor,Do not be silentShut up Keshukeep quiet
4524,449,दिलरुबा जी आप जरा यहाँ आइए।,non-humor,Dilaruba ji you just come here.
4525,450,आइए आइए। यहा पर बैठिए।,humor,Let's come.Sit here
4526,451,शांति से आं। आराम से।,non-humor,Come peacefullyEasy.
4527,452,आराम से। अब मुझे बताइए । ये गौरी कौन थी,non-humor,Easy.Now tell me.Who was this gauri
4528,453,गौरी बिरजू पहलवान की बेटी थीं।,non-humor,Gauri Birju was the daughter of the wrestler.
4529,454,गौरी आपकी क्या थी,non-humor,What was yours
4530,455,गौरी मेरे दिल का टुकड़ा थी।,humor,Gauri was a piece of my heart.
4531,456,अच्छा।,non-humor,Good.
4532,457,क्या हुआ  क्या हुआ आप लोगों के साथ,non-humor,What happened to you
4533,458,हमलोग एकदूसरे से बहुत मोहब्बत करते थे।,non-humor,We used to love each other very much.
4534,459,अच्छा,non-humor,Good
4535,460,वो 16 वें सावन की कमसिन जवानी।,humor,The 16th Savan's Kamasin Youth
4536,461,और मैं पौने 18 साल का गठिला नौजवान।,humor,And I started 18 years old young man.
4537,462,फिर क्या हुआ,non-humor,What happened after that
4538,463,हम दोनो की शादी नहीं हो पाई।,non-humor,We did not get married.
4539,464,क्यों,non-humor,Why
4540,465,क्योंकि ये मंगरु ।।,non-humor,Because this Mangaru ..
4541,466,ये मगरु क्या किया इसने,humor,What did this do?
4542,467,मैंने क्या किया,humor,What did I do
4543,468,ये मगरु ने जा के मेरे पिता जी को बोल,non-humor,This is my father's speaking to my father
4544,469,मालिक आपका जो बेटा है ना गोपी गोपी वो ।।,non-humor,The owner who is your son is not Gopi Gopi ..
4545,470,गोपी कौन है,non-humor,Who is Gopi
4546,471,गोपी गोपी मैं।,non-humor,Gopi Gopi I
4547,472,मेरा नाम गोपी था पिछले जन्म में।,non-humor,My name was Gopi in the last birth.
4548,473,गोपी।,non-humor,Gopi
4549,474,गोपी,non-humor,Gopi
4550,475,इसने बोला मालिक ये  तुम्हारा जो बेटा गोपी है ना उसका लफड़ा,non-humor,It said that this is your son Gopi or his laugh
4551,476,एक गरीब लड़की के साथ है।,non-humor,Is with a poor girl.
4552,477,कोकी।,humor,Koki
4553,478,हाँ।,non-humor,Yes.
4554,479,पिछले जन्म में भी तुम्हारा बाप गरीब था,humor,Your father was poor in the last birth
4555,480,चुप रहो चुप रहो,humor,Keep quiet
4556,481,फिर क्या हुआ,non-humor,What happened after that
4557,482,मेरे पिता ने मुझे लात मार कर मुझे घर से बाहर निकाल दिया।,non-humor,My father kicked me out of the house.
4558,483,कुछ याद आया कुछ याद आया,non-humor,Remember something remembered
4559,484,याद आ रहा है याद आ रहा है मुझे,humor,I'm missing missing me
4560,485,गोपी याद आ रहा है मुझे धुधला धुधला धुधला सा दिख रहा है मुझे कुछ ।।,humor,"Gopi is missing me, I'm looking like a smile smoke."
4561,486,याद आ रहा है,non-humor,Miss
4562,487,हाँ।,non-humor,Yes.
4563,488,याद आ रहा है,non-humor,Miss
4564,489,हाँ।,non-humor,Yes.
4565,490,वो तूफानी रात ,non-humor,Those stormy night
4566,491,हाँ।,non-humor,Yes.
4567,492,वो बादल ,non-humor,That cloud
4568,493,हाँ।,non-humor,Yes.
4569,494,वो बिजली ,non-humor,That power
4570,495,वो बर्खा ।।,non-humor,Wate is rare.
4571,496,और उसके बाद,non-humor,And after this
4572,497,मैं पृथ्वीराज चौहान की तरह घोड़े पे यूं आया।,humor,I came to the horse like Prithviraj Chauhan.
4573,498,और तुम्हें यूं उठा कर ले  गया,humor,And you took you
4574,499,अरे घोड़ा मर जाएगा तुम दोनो के वजन से।,humor,Hey horse will die from both of you.
4575,500,आं ,non-humor,Come on
4576,501,ऐ भूले भटके ।।,non-humor,I forget
4577,502,तू भाग।,non-humor,You part
4578,503,भाग वरना मार मार के तेरा भूर्ता बना दुगा।,humor,Part or else you make your brother.
4579,504,भाग।,non-humor,Part.
4580,505,गौरी मैं वापस आऊंगा।,non-humor,Gauri I will come back.
4581,506,ये तुमने अच्छा नहीं किया मंगरु।,humor,You did not do good to Mangaru.
4582,507,गौरी ।।,non-humor,Gauri ..
4583,508,कोकी,humor,Koki
4584,510,ये दिलरुबा तो तुम्हारा भी गुरु निकला बॉस।,non-humor,"This is Diliruba, your master also turned the boss."
4585,511,ऐ गोखले मजाक छोड़ मजाक छोड़ ।।,non-humor,Leave fun jokes.
4586,512,ये वक्त मजाक का नहीं है।,non-humor,This time is not a joke.
4587,513,वो दिलरुबा के बच्चे को होश में लाने का कोई आइडिया निकाल।,non-humor,He removed the idea of bringing the child of Diliruba.
4588,514,आइडिया कुलकर्णी आइडिया।,non-humor,Idea Kulkarni Idea
4589,515,मिल गया,non-humor,found it
4590,516,यश।। बता,non-humor,Glory..Tell
4591,517,ये दिलरुबा कहता है ना कि  पिछले जन्म में वो छोटूमल मोटूमल करोड़पति का एकलौता  बेटा था  राइट,non-humor,"It says that in the last birth, the Chhotumal Motumal Millionaire was the only son of Wright"
4592,518,राइट।,non-humor,Right.
4593,519,तो फिर हम उसे उसके बाप के पास ले जाते हैं।,humor,Then we take him to his father.
4594,520,गोखले ।। गोखले ।।,non-humor,Gokhale ..Gokhale ..
4595,521,तेरे बगैर मेरा क्या होता गोखले,humor,What happens without me
4596,522,कोई माली बन के रह जाता।,humor,No gardener remains.
4597,523,प्रेमा जी का फोन गोखले प्रेमा जी का फोन।,non-humor,Give Gone calls in the picture ging on the picture.
4598,524,तो उठा उठा।,non-humor,Then pick up
4599,525,हाँ एक मिनट एक मिनट।,non-humor,Yes a minute one minute.
4600,526,ऐ गोखले प्रेमा जी का फोन हैं।,non-humor,Ai Gokhale is the phone of Prema ji.
4601,527,हैलो प्रेमा जी।,non-humor,Hello Prema ji
4602,528,केशू जी बहुत बड़ी प्रॉबलम है।,non-humor,Keshu ji is a very big proponent.
4603,529,दिल ना हद से बाहर जा रहा है।,non-humor,Heart is going out of the extent.
4604,530,आई नो आई नो प्रेमा जी। आप जरा भी फिकर मत कीजिए।,non-humor,I no i know loveDo not even figure out.
4605,531,दिलरूबा को हद में वापस लाने के लिए मेरे पास एक ब्रीलियंट आइडिया है।,non-humor,I have a braidant idea to get back to Dilruba to the extent.
4606,532,रीयलि क्या आईडिया है  जल्दी बताइए।,non-humor,Really tell me what Idea is quick.
4607,533,वेरी सिंपल प्रेमा जी। वेरी सिंपल।,non-humor,Very Simple Prema jiVerry Simple
4608,534,हम एक काम करते हैं दिलरुबा को अपने  पिछले जन्म के बाप के पास ले चलते हैं।,humor,We take a work to take Dilruba to the father of his last birth.
4609,535,वाट,non-humor,Wait
4610,536,अरे पर  ओ वॉव केशू जी,non-humor,O Vow Keshu ji
4611,537,यह तो बहुत ही ब्रीलियंट आइडिया  है।,non-humor,This is a very brierant idea.
4612,538,आप कितने इन्टेलीजेंट हैं।,non-humor,You are how intelligent you are.
4613,539,आई नो दैट  आई नो दैट प्रेमा जी।,non-humor,I no that i know that love
4614,540,केशू जी मैं रखती हूं। हां,humor,I keep Keshu ji.Yes
4615,541,नहीं नहीं नहीं,humor,no no no
4616,542,सुश्री प्रेमा थोड़ी देर बात कीजिए ना प्रेमा जी।,humor,"Ms. Prema talk a little while, neither Prema ji"
4617,543,ऑफिस में कोई काम ही नहीं है प्रेमा जी।,non-humor,There is no work in the office.
4618,544,केशू जी बात तो मैं कर लेती,non-humor,Keshu ji talked to me
4619,545,लेकिन एक प्रॉबलम है।,non-humor,But there is a proposal.
4620,546,दिल है ना अपनी गौरी से मिलने गया है।,humor,Heart is not to meet his Gauri.
4621,547,क्या,humor,What
4622,548,गौरी से मतलब मेरी कोकी से,humor,Gauri means to my cock
4623,550,दिलरुबा जी ।।,non-humor,Dilaruba ji ..
4624,551,दिलरुबा जी ।।,non-humor,Dilaruba ji ..
4625,552,गोपी ।।,non-humor,Gopi ..
4626,553,गोपी ,non-humor,Gopi
4627,554,गोपी जी मेरा हाथ छोड़िए।,non-humor,Gopi ji leave my hand.
4628,555,अगर किसी ने देख लिया तो  क्या कहेंगे,humor,What if someone saw
4629,556,अरे गौरी देखने दो ना।,humor,Hey Gauri do not see
4630,557,आखिर में हम पिछले जन्म के प्रेमी हैं ना।,humor,At the end we are the lover of the last birth.
4631,558,हां लेकिन इस जन्म के  पड़ोसी हैं ना।,humor,Yes but there are neighbors of this birth.
4632,559,अरे इस जन्म को भूल जाओ।,humor,Hey forget this birth.
4633,560,और चलो मेरे साथ।,non-humor,And let's with me.
4634,561,कहां,non-humor,Where
4635,562,जहां पिछले जन्म में हम रहते थे।,non-humor,Where we lived in the last birth.
4636,563,छोटूमल मोटुमल के बंगलो में,non-humor,In the bungalow of motive motive
4637,564,नहीं कोलीवाड़े में झोपड़े में।,non-humor,Not in the hut in Kolivade.
4638,565,पिछले जन्म में गरीब थे,non-humor,Poor in the last birth
4639,566,हाँ। पूछो किसकी वजह से मैं गरीब हुआ,humor,Yes.Ask whom I became poor
4640,567,किसकी वजह से,non-humor,Due to whom
4641,568,तुम्हारी वजह से।,non-humor,Because of you.
4642,569,मेरी वजह से,humor,because of me
4643,570,या।,non-humor,or.
4644,571,तुम्हारी वजह से।,non-humor,Because of you.
4645,572,मेरे बाप ने मुझे अपने घर से निकाल दिया।,non-humor,My father fired me from my house.
4646,573,अच्छा,humor,Good
4647,574,हाँ।,non-humor,Yes.
4648,575,गोपी बेटा ।।,non-humor,Gopi son ..
4649,576,मैं जीतने वाला था।,non-humor,I was supposed to win.
4650,577,गोपी बेटा।।,non-humor,Gopi son ..
4651,578,माँ।,non-humor,Mother.
4652,579,चलो चलो तुम्हें वो अपने रइस बाप से से नहीं मिलने  जाना,non-humor,Let's go to you from your truth
4653,580,नहीं मैं उनकी सूरत तक नहीं देखना चाहता।,non-humor,No I do not want to see their appearance.
4654,581,पर मैं तो देखना चाहती हूँ।,non-humor,But I want to see.
4655,582,आखिर वो तुम्हारे बाप और मेरे पिछले जन्म के  पति हैं।,non-humor,"After all, he is your father and husband of my last birth."
4656,583,चलो चलो लेट्स गो लेट्स गो।,non-humor,Let's Let Let's Go Lets Go
4657,584,नहीं।,non-humor,No.
4658,585,अरे डोन्ट वरी। मैं तुम्हारे पापा  से बात करके ना,humor,Hey Dont WarI do not talk to your papa
4659,586,गौरी को भी वहीं बुला लुगी हां।,non-humor,Gauri also calls you there.
4660,587,ठीक है चलो फैमलि टाइम ।,humor,OK let's do Fly Time.
4661,588,टुगेदर टाइम।,non-humor,Tugetar Time.
4662,589,हैप्पी टाइम। माई सनी बॉय लेट्स गो।,humor,Happy timeMai Sunny Boy Lets Go
4663,0,पिता जी पिता जीपिता जी डैडी डैडी,non-humor,Father ji father father ji daddy daddy
4664,1,अरे बाप रे कितने साल हुए आप को देखे।,humor,"Hey father, how many years have you seen?"
4665,2,मुझे आपकी बहुत याद आती रही।,non-humor,I miss you a lot
4666,3,और आपकी याद में मैं रोता रहा रोता रहा रोता रहा।,humor,And in your memory I cried crying crying.
4667,4,अरे,humor,Oho
4668,5,ओय छोरे।,non-humor,Oye loops
4669,6,किससे मिलने आया है तू,non-humor,Who has come to meet you
4670,7,डैडी,non-humor,Daddy
4671,8,मैं आपसे मिलने आया हूं।,non-humor,I have come to meet you.
4672,9,डैडी,non-humor,Daddy
4673,10,अरे पर मारा तो कोई छोरा ही ना सै।,humor,"Hey on the hey, no one can do it."
4674,11,डैडी याद करो ।।,non-humor,Remember Daddy ..
4675,12,चालीस साल पहले आपका एक बेटा था।,non-humor,Forty years ago you had a son.
4676,13,गोपी।,humor,Gopi
4677,14,गोपी,non-humor,Gopi
4678,15,ओह गोपी,non-humor,Oh Gopi
4679,16,अरे वो तो छोटुमल मोटुमल का छोरा सै।,humor,Hey he's a little bit of motion.
4680,17,आप छोटूमल मोटुमल नहीं हो,non-humor,You are not a small motive
4681,18,छोटूमल मोटुमल तो बाहर गया सै।,non-humor,Chhotumal Motumal went out.
4682,19,देखा देखा  मैंने कहा था ना,non-humor,I saw I said
4683,20,कि मैं मजाक नहीं कर रहा हूं। प्रूफ आ गया ना प्रूफ आ गया ना,non-humor,That I'm not joking.Proof has come
4684,21,ऐ छोरे एक मिनट।,non-humor,Ai leder a minute.
4685,22,पर थारी तारीफ के है,non-humor,But the thar is praised
4686,23,ओ ये ,non-humor,O
4687,24,ये छोटूमल मोटुमल के पिछले जन्म के कपूत है।,humor,This Chhotumal Motumal's last birth is the combat.
4688,25,सपूत सपूत,non-humor,Saputa Saput
4689,26,गोपी।,non-humor,Gopi
4690,27,ऐ छोरे,non-humor,Ai chi
4691,28,थारे पास कोई सबूत सै कि तू ही गोपी हैं,non-humor,Thara passes a proof that you are Gopi
4692,29,हां है ना सबूत है ना।,non-humor,Yes there is no evidence
4693,30,गोपी का एक लड़की के साथ टाका भिड़ गया था था।,humor,Gopi had collided with a girl.
4694,31,गौरी,non-humor,Gauri
4695,32,हां गौरी।,non-humor,Yes Gauri
4696,33,उसका बाप था बिरजू पहलवान।,non-humor,His father was Birju wrestler.
4697,34,एक नम्बर का खूसठ बूढ़ा।,humor,A number of nurses old
4698,35,उसने गौरी को बहुत तंग किया।,non-humor,He made Gauri very tight.
4699,36,और गौरी को घर से भी बाहर निकाल दिया।,non-humor,And Gauri fired out of the house.
4700,37,लेकिन फिर गोपी आया,non-humor,But again Gopi came
4701,38,गौरी को लेकर भाग गया।,non-humor,Ran away from Gauri
4702,39,दोनों भाग गए थे।,non-humor,Both were run away.
4703,40,हाँ।,non-humor,Yes.
4704,41,पर वो बिरजू पहलवान अभी भी वो छोरी के लिए आसू बहा रहा सै।,humor,But the Birju Wrestler is still shedding Asu for the Chhori.
4705,42,वो अभी तक ज़िंदा है खूसठ बूढ़ा,humor,He is still alive
4706,43,लेकिन अच्छा हुआ जो ज़िंदा है।,non-humor,But it is good that is alive.
4707,44,अब मैं ना उस डेढ़ पसली कागजी पहलवान से चुन चुन के बदला लूंगा,non-humor,Now I will not change the Choose from that one and a half ribs
4708,45,पिछले जन्म का।,humor,Last birth
4709,46,चुन चुन के बदला लूंगा,non-humor,Chun Cho Chun will take revenge
4710,47,लेकिन इससे आपको क्या लेना दाना,non-humor,But what do you have to do
4711,48,बाइदवे जेन्टल मैन आप की तारीफ,non-humor,Bidway Jentle Man praises you
4712,49,मारी तारीफ,humor,Praise
4713,50,हाँ।,non-humor,Yes.
4714,51,मारे को ना छोरे ।।,humor,Do not miss kill ..
4715,52,बिरजू पहलवान कहते हैं।,humor,Birju wrestler says.
4716,53,ओह ,humor,Oh
4717,54,ऐ कहा छुप रहा है ,humor,AI is hiding
4718,55,यहाँ आ,non-humor,come here
4719,56,मारी छोरी को ले के भागा सै तू,non-humor,Mari Chori
4720,57,अरे अरे वो पिछले जन्म की बात थी ना।,humor,Hey he was a matter of last birth.
4721,58,मिट्टी डालिए छोड़िए भूल जाइए ना उसे।,humor,Do not forget to leave the soil.
4722,59,नहीं रे छोरे।,non-humor,No ray loops
4723,60,यहां की पुलिस मिट्टी नहीं डालती है।,humor,The police here does not put soil.
4724,61,पुलिस,non-humor,police
4725,62,हाँ।,non-humor,Yes.
4726,63,ओ पुलिस बाबू,non-humor,O police babu
4727,64,ए इधर आ।,humor,A here come.
4728,65,मैं,non-humor,I
4729,66,इधर आ,humor,come here
4730,67,दिलरुबा।,humor,Diluruba
4731,68,जी।,non-humor,Yes.
4732,69,यू आर अंडर अरेस्ट।,humor,UR Under Arrest
4733,70,अरे लेकिन मैं तो गोपी हूं गोपी।,non-humor,Hey but I am Gopi.
4734,71,ओह फिर तो डेफीनेटलि अंडर अरेस्ट।,humor,Oh again then Definatorie Under Arrest
