,index,Utterance,Label
5322,185,"देखो, काल काव्वा, ये कुछ तुम ज्यादा ही बोल रहे हो।",humor
5323,186,मतलब?,non-humor
5324,187,अरे एक करोड़ रुपये उस आदमी की वैल्यू नहीं है।,non-humor
5325,188,एक करोड़ में एक लाख दिल मिल जाएंगे।,humor
5326,189,लेने का भाव बोलो।,non-humor
5327,190,बोलो तुम कितने दे सकते हो?,non-humor
5328,191,हम एक लाख दे सकते हैं।,humor
5329,192,लेकिन रिक्शा का भाड़ा तुम्हारा होगा।,non-humor
5330,193,रिक्शा का भाड़ा मैं दूं ..,non-humor
5331,194,बॉस इसको तो हम टैक्सी में ले के आए थे।,humor
5332,195,हाँ। अरे .. ए सुनो सुनो।,non-humor
5333,196,नहीं नहीं.. 50 लाख से एक पैसा कम नहीं लुंगा।,humor
5334,197,कट गया।,non-humor
5335,198,"हो गया, प्रेमा जी ।। हो गया।",non-humor
5336,199,मैं आधे में ले के आया। 50 लाख में डन।,humor
5337,200,"लेकिन केशू जी, मेरे पास 50 लाख आएंगे कहां से?",humor
5338,201,"फिकर मत कीजिए, प्रेमा जी। मैं हूं ना",non-humor
5339,202,"मैं हूं ना, मैं आपकी मदद करूंगा।",humor
5340,203,"थैंक्यू, केशू जी।",non-humor
5341,204,आप बहुत ही अच्छे हैं।,non-humor
5342,205,प्रेमा जी अभी आपके पास कितने होंगा?,humor
5343,206,मेरे पास अभी एक लाख रुपये हैं।,humor
5344,207,आप छोटी मोटी शॉपिंग के लिए रखिए।,non-humor
5345,208,मैं कुछ इंतजाम करता हूं।।,humor
5346,209,तो जाइए ना?,humor
5347,210,कहा?,non-humor
5348,211,इंतजाम करने।,non-humor
5349,212,हाँ .. लेकिन यू डोंट वरी।,humor
5350,213,अच्छा जी।,non-humor
5351,214,यू डोंट वरी ।,non-humor
5352,215,आई एम देयर। डोंट वरी।,non-humor
5353,216,दिल ।।,non-humor
5354,218,मम्मी।,non-humor
5355,219,हाँ।,non-humor
5356,220,ये दिलबुरा अंकल को क्या हुआ?,non-humor
5357,221,"कुछ नहीं, बेटे। बस उन्हें कुछ गुंडे उठाकर ले गए।",humor
5358,222,"ओ तब तो वो बीमार हो गए होंगे, ना?",humor
5359,223,कौन दिलरुबा अंकल?,humor
5360,224,"नहीं, गुंडे।",humor
5361,225,चुप। बहुत बोलता है।,non-humor
5362,226,चुप चाप खा ले।,non-humor
5363,227,हे देवा रे देना।,non-humor
5364,228,क्या हुआ केशू?,non-humor
5365,229,ऐसे थके थके हुए क्यों लग रहे हो?,non-humor
5366,230,"क्या बताऊं कोकी, मेरा बैड लक ही खराब है।",humor
5367,231,क्या?,non-humor
5368,232,"आई मीन, मेरा लक खराब है।",humor
5369,233,हुआ क्या है?,non-humor
5370,234,"कोकी, तुम्हारे पास थोड़े पैसे हैं?",non-humor
5371,235,क्यों?,non-humor
5372,236,अरे प्रेमा जी को थोड़े उधार देने हैं।,humor
5373,237,थोड़े यानि कितने?,non-humor
5374,238,50 ..,humor
5375,239,"50 है, ना। लाऊं?",humor
5376,240,अरे 50 लाख।,humor
5377,241,50 लाख थोड़े होते हैं ?,non-humor
5378,242,दिलरुबा जी को किडनैप किया है हमें उन्हें छुड़ाना है।,non-humor
5379,243,तो इसकी जिम्मेदारी तुमने उठाई?,humor
5380,244,भाई लेकिन वो हमारे पड़ोसी हैं हमारा कोई फर्ज है।,humor
5381,245,ठीक है तो फर्ज निभाओ तुम।,non-humor
5382,246,"लेकिन फर्ज निभाने के बाद, ये मत भूलना।",non-humor
5383,247,कि तुम पड़ोसी नहीं रहोंगे।,humor
5384,248,मतलब?,non-humor
5385,249,मतलब हमें घर बेचना पड़ेगा ना 50 लाख के लिए ?,humor
5386,250,हैलो।,non-humor
5387,251,"नमस्ते, बहन जी।",non-humor
5388,252,"बहन जी, कौन बोल रहा है?",non-humor
5389,253,काला कव्वा बोल रहा हूं। काल कव्वा!,non-humor
5390,254,कौन काला कव्वा?,non-humor
5391,255,अरे .. मुझे दो।।,humor
5392,256,मुझे दो।,non-humor
5393,257,तुमने कव्वों से दोस्ती कर ली?,humor
5394,258,शश!,non-humor
5395,259,"हैलो। बोलो, काल कव्वा।",non-humor
5396,260,कौन बोल रहा है?,non-humor
5397,261,क्यों? मरी भारी भरकम आवाज भी नहीं पहचानी?,humor
5398,262,केशव कुलकर्णी बोल रहा हूं।,non-humor
5399,263,"ओह, मैं आपकी आवाज नहीं पहचान पाया।",humor
5400,264,आई एम सॉरी! हां,non-humor
5401,265,वो प्रेमा जी ने आपका फोन नंबर दिया था आपको फोन करने के लिए बोला था।,humor
5402,266,"हां, मैंने ही कहा था उनको। बोलो बोलो..",non-humor
5403,267,मैं आखिरी बार पूछ रहा हूं।,humor
5404,268,आप 50 लाख देते हो।,non-humor
5405,269,या इस नमूने को खलास कर दूं?,humor
5406,270,"देखो, कला कव्वा, 50 लाख नहीं हैं।",non-humor
5407,271,कुछ कम होता है तो बोलो।,humor
5408,272,नहीं नहीं.. इसमें से कम नहीं होगा।,non-humor
5409,273,"हां, तो कुछ दिन रुको।",humor
5410,274,कित-कितने दिन?,non-humor
5411,275,"यही, 10 से 15 साल।",humor
5412,276,10 से 15 साल!,humor
5413,277,"तब तक, ये मुझे बेच के खा जाएगा।",humor
5414,278,"तब तक, मेरी हाइट भी बढ़ जाएगी और तुम बूढ़े हो जाओगे।",humor
5415,279,"दाढ़ी वाढ़ी बढ़ेगी, आप बीमार पड़ेंगे",humor
5416,280,ऊपर।,humor
5417,281,फिर पैसे का क्या मतलब?,humor
5418,282,"अरे यार, जल्दी मगाओ।",humor
5419,283,एक काम करो।,non-humor
5420,284,बोलो कौन सा?,non-humor
5421,285,एक बड़ा सा पत्थर लो ..,non-humor
5422,286,है।,humor
5423,287,मोटी सी रस्सी लो।,non-humor
5424,288,हा।,humor
5425,289,दिलरुबा के गले में बाधो।,humor
5426,290,ओके ओके..,humor
5427,291,और कोई नदी नाले में फेंक दो।,humor
5428,292,"केशू, तुमने दिलरुबा जी को पानी में फेंकने की बात की!",humor
5429,293,उसे फेकने को नहीं कहता,non-humor
5430,294,तो मुझे डुबना पड़ता।,non-humor
5431,295,"हैलो, गोरी मैना हीयर।",humor
5432,296,क्या? मुझे फोन दो।,humor
5433,297,हैलो!,non-humor
5434,298,मैं कला कावा बोल रहा हूं।,non-humor
5435,299,"देखो, देखो फोन मत रखना।",humor
5436,300,हैलो।,non-humor
5437,301,जल्दी बोलो यार।,humor
5438,302,एक काम करते हैं। 10 लाख कम कर देते हैं।,humor
5439,303,40 लाख दे दो। चलेगा।,humor
5440,304,"लेकिन कलाकवा। 40 लाख, हमको नही परवोड़ता है भाई ।",non-humor
5441,305,तो 30 लाख दे दो।,humor
5442,306,30 लाख! अरे उस माल का इतना दाम ही नहीं है बाजार में।,humor
5443,307,"देख, भाई। ठीक ठीक भाव बताना है तो बताओ।",humor
5444,308,"वरना, मुझे फोन मत करना।",non-humor
5445,309,सुनो सुनो .. देखो देखो फोन मत काटना।,humor
5446,310,मेरी बात सुनो।,humor
5447,311,हां जल्दी बोल यार।,humor
5448,312,एक काम करो ना। आप यहां आइएं।,non-humor
5449,313,आमने सामने बैठ कर टेबल पर बात करते हैं।,humor
5450,314,"ठीक है, तुम्हारा ऑफिस किधर है?",humor
5451,315,"मतलब, तुम्हारा अड्डा किधर है?",non-humor
5452,316,आप कभी नेशनल पार्क गए हो?,non-humor
5453,317,"हां, शादी के पहले जाता था।",humor
5454,318,कहाँ पे?,non-humor
5455,319,"नेशनल पार्क, रे।",humor
5456,320,हो बोलो जल्दी बोल ..,non-humor
5457,321,वहां पे पीपल का एक पेड़ है।,non-humor
5458,322,बाजू में पतरे का शेड है। वहीं पर मैं आपको मिलुंगा।,non-humor
5459,323,आ जाइए आ जरुर। भूलना नहीं।,humor
5460,324,मुझे नेशनल पार्क पता है। फोन रख।,humor
5461,325,"ओह, प्रिय .. सब खा गया!",humor
5462,326,ये ब्रेक फास्ट है,non-humor
5463,327,"ये लंच, डिनर सब कर लिया इसने!",humor
5464,328,कितना खाएगा?,humor
5465,329,"मेरा घर है, मेरा पेट है!",humor
5466,330,मेरा बेटा है!,humor
5467,331,मेरी 'पोहा' किधर है?,humor
5468,332,हम खा गए।,humor
5469,334,गोखले।,non-humor
5470,335,हा बोल ना?,humor
5471,336,बात ये है कि ..,non-humor
5472,337,बात क्या है?,humor
5473,338,पेट में ..,non-humor
5474,339,पेट में क्या?,humor
5475,340,बोलने देगा?,humor
5476,341,हां बोल ना।,non-humor
5477,342,नहीं बोलना।,humor
5478,343,बोल बोल बोल..,non-humor
5479,344,"गोखले, ये बता।",non-humor
5480,345,कि बंदूक की गोली पेट में जाने से दर्द होता है क्या?,humor
5481,346,बंदूक की गोली!,non-humor
5482,347,हाँ।,non-humor
5483,348,वैसे इस बात का,non-humor
5484,349,कोई पर्शनल एक्सपीरिएन्स नहीं है मुझे ..,humor
5485,350,अच्छा,non-humor
5486,351,लेकिन मेरे पिताजी ..,non-humor
5487,352,हां ।।,non-humor
5488,353,मेरे पिताजी के पेट में गोली जाने के बाद भी वो बहुत दिनों तक जिंदा थे,non-humor
5489,354,उसके साथ भी कुछ ऐसा ही हुआ।,humor
5490,355,ऐसा क्या? कैसे?,non-humor
5491,356,वो है ना गोली ऐसे निगल गए थे।,humor
5492,357,तुम मुर्ख हो!,non-humor
5493,358,मैं गोली निगलने की बात  नहीं कर रहा हूं।,humor
5494,359,वैसे तो मैं खुद 10-10 गोली एक साथ निगल सकता हूं।,humor
5495,360,मैं बंदूक की गोली ।।,non-humor
5496,361,पेट में लगने की बात कर रहा हूं।,humor
5497,362,क्यों? क्या बात क्या है?,non-humor
5498,363,मैं एक खतर्नाक गुंडे से मिलने जाने वाला हूं।,humor
5499,364,किसको किसको ।।,non-humor
5500,365,काला कौव्वा। दी ब्लैक क्रो!,non-humor
5501,366,क्यों? किस लिए?,non-humor
5502,367,अरे उसने दिलरुबा जी को किडनैप कर लिया है।,humor
5503,368,तू दिलरुबा को बचाएगा? !,non-humor
5504,369,मैं भी बचाना नहीं चाहता हूं।,non-humor
5505,370,मगर प्रेमा जी ने कहा है तो छुड़ाने तो जाना पड़ेगा।,humor
5506,371,मेरा फर्ज जो बनता है।,non-humor
5507,372,प्वॉइंट है।,non-humor
5508,373,लेकिन तू वहां पे अकेला जाएगा?,humor
5509,374,तू चलेगा? चल ना।,non-humor
5510,375,"अरे मुझे वो, मैं ..",non-humor
5511,376,चल ना ..,humor
5512,377,मुझे बहुत काम है।,non-humor
5513,378,"चल ना, रे।",humor
5514,379,मैं बहुत बीजी हूँ।,humor
5515,380,जलेबी खिलाउगा।।,humor
5516,381,चल चल..,humor
5517,382,काला कव्वा!,humor
5518,383,ब्लैक क्रो!,humor
5519,384,हम आ रहे हैं।,humor
5520,385,य़श!,non-humor
5521,387,अरे धक्का क्यूं मार रहा है?,humor
5522,388,सॉरी सॉरी..,non-humor
5523,389,"गोखले, यही पता था, ना?",non-humor
5524,390,लगता तो यही है।,humor
5525,391,यही है यही है ..,humor
5526,392,चल चल चल..,non-humor
5527,393,"तू जा, अंदर जा मेरे शेर जा!",humor
5528,394,अकेले जाऊं?,humor
5529,395,तय हुआ था हम दोनो साथ साथ जाएंगे गोखले।,non-humor
5530,396,"तय तो हुआ था, कुलकर्णी।",non-humor
5531,397,लेकिन अब स्टोरी में थोड़ा चेंज है।,humor
5532,398,स्टोरी में थोड़ा चेंज?,non-humor
5533,399,"गोखले, तू स्टोरी बहुत चेंज करता है।",humor
5534,400,"ठीक है, मैं जाता हूँ।",non-humor
5535,401,"गोखले, अगर मुझे कुछ हो जाए",non-humor
5536,402,तो कोकी से कहना कि बेडरूम के कप्बोर्ड में ऊपर के खाने में मेरी इन्शुरन्स की पालिसी है,humor
5537,403,"दो प्रीमियम बाकी हैं। वो तू भर देना, ठीक है?",humor
5538,404,"वरना, लैप्स हो जाएंगे, भाई।",humor
5539,405,तू जा रे!,humor
5540,406,मैं जाता हूं..,non-humor
5541,407,"देवा, बचाओ रे बाबा!",humor
5542,408,ऐ सुन! तू ऐसे जेएग़ा?,humor
5543,409,तो?,non-humor
5544,410,वो लोग तुझे गोली मार देंगे।,non-humor
5545,411,डेयरिंग! भाई मेरे भाई मेरे भाई ..,non-humor
5546,412,"ओह, हाँ .. अइसे बोल ना।",humor
5547,413,आओ तुम लोग ।।,non-humor
5548,414,अपने भाई का डेयरिंग देख तू!,humor
5549,415,"भाई, केशू भाऊ ।।",non-humor
5550,416,अइसे बोल ना!,humor
5551,417,ठीक है?,humor
5552,418,"एकदम बढ़िया, भाई!",humor
5553,419,"फोन लगाओ ना, यार।",non-humor
5554,420,अरे कितनी बार फोन लगाऊ?,humor
5555,421,पैसा मगाओ ना यार!,non-humor
5556,422,हे मुझे बोलने देगा!,humor
5557,423,बोलो।,non-humor
5558,424,"हैलो, काले कव्वे ।।",non-humor
5559,425,"केशू जी, थैंक गॉड आप आ गए।",non-humor
5560,426,आप वाकई कितने ब्रेव हो।,non-humor
5561,427,"एक मिनट। ये कोकी जी के हसबेंड, केकू जी।",humor
5562,428,"और केकू जी, ये यहा का मशहूर बदमाश",non-humor
5563,429,काल कव्वा।,non-humor
5564,430,"हैलो, काल कव्वा।",non-humor
5565,431,"हैलो केकू, माल लाए हो?",non-humor
5566,432,"माल तो क्या रुमाल भी नहीं लाया, पसीना पोछने के लिए।",humor
5567,433,धंधे की बात शुरु करें।,non-humor
5568,434,तुम शुरू करो!,non-humor
5569,435,ठीक है। तो 30 लाख रुपया ले के आओ।,non-humor
5570,436,30 लाख?,humor
5571,437,या या डिस्काउन्टेड रेट बोल रहे हैं।,humor
5572,438,डिस्काउन्ट?,humor
5573,439,अबे इसका 30 लाख रुपया कौन देगा रे। आ,humor
5574,440,इसमें रखा ही क्या है?,humor
5575,441,खोखला है ये। खोखला ।,humor
5576,442,देखा देखा?,humor
5577,443,प्रॉबलम नही प्रॉबलम का भंडार है। ये,humor
5578,444,ठीक है ठीक है ..,non-humor
5579,445,आप बोलो कितना देना है?,non-humor
5580,446,100 का छुट्ठा है। दो 50,humor
5581,447,दो 50 के?,non-humor
5582,448,अरे 1000 रुपया तो इसके खाने पर खर्च किया है।,humor
5583,449,"चाय कॉफी भी टाइम पर देते थे, यू नो।",non-humor
5584,450,उपर से लस्सी मांग रहा था मैंगो इन।,humor
5585,451,ठीक है! ठीक है। ठीक है। आई विल हैंडल दिस। आई विल हैंडल दिस। ओके,non-humor
5586,452,"अरे, चिरकुट चुप।",humor
5587,453,1000 रुपया दूंगा फुल एण्ड फाइनल कर डोलो वो भी चेक से।,non-humor
5588,454,चलता है तो बोलो वरना गोली मार दो। चलो,humor
5589,455,"केकू जी, आप मुझे यहां छुड़वाने आए हैं या मरवाने आए हैं?",non-humor
5590,456,शट अप शट अप शट अप..,non-humor
5591,457,"पता है तुम्हारी वजह से, प्रेमा जी  कितनी अपसेट हो गई हैं, ?",humor
5592,458,बोलो क्या तय किया?,non-humor
5593,459,ठीक है।,non-humor
5594,460,मैं फाइनल ऑफर देता हूं।,non-humor
5595,461,बोलो।,non-humor
5596,462,5 लाख रुपया! वरना..,non-humor
5597,463,"बॉस, वो उंगली है।",humor
5598,464,असली बंदूक इधर है। ये लो,humor
5599,465,"के केकू जी ये असली बंदूक है और इसमे असली गोली भी है, हां।",humor
5600,466,ओके ओके ओके,humor
5601,467,मैं दस मिनट में आता हूं।,non-humor
5602,468,अगर दस मिनट में नहीं पहुचे तो बाहर ही गोली की आवाज सुन लेना।,humor
5603,469,केकू जी आप क्यू ऐसा ओवर स्मार्ट बन रहे हैं?,non-humor
5604,470,अगर मैं मर गया तो मेरा क्या होगा?,non-humor
5605,471,अंतिम संस्सकार होगा।,humor
5606,472,दस मिनट,non-humor
5607,473,गोखले गोखले गोखले ..ये मेरे से क्या हो गया,humor
5608,474,मेरे अंदर इतनी ताकत कहां से आ गई ..। गोखले,non-humor
5609,475,आई नो आई नो .. वो लोगो ने तुझसे 5 लाख रुपये मागे हैं। राइट ?,non-humor
5610,476,लेकिन 10 मिनट में 5 लाख रुपया कहां से ले के आएंगे।,non-humor
5611,477,"टेंशन मत ले, मेरे दोस्त।",non-humor
5612,478,ये ले। ले के जा और बोल। इसमें 5 लाख रुपये हैं।,humor
5613,479,इसमे हैं?,humor
5614,480,अरे तू जा रे..,humor
5615,481,मैं जातो रे बाबा..,non-humor
5616,482,"ए सुन, वापस ऐसे जाएगा क्या?",non-humor
5617,483,राउन्ड फीगर ?,non-humor
5618,484,पुरे 5 लाख । गिन लो?,humor
5619,485,तुम कौन हो?,non-humor
5620,486,गोख ।।,non-humor
5621,487,अपुन सफेद बगुला!,humor
5622,488,पुलिस ने अपुन पर 50 लाख का इनाम रखा है। समझा?,humor
5623,489,अपने से ज्यादा है।,humor
5624,490,"अरे, तुम्हारा सीनियर है। सलाम ठोक।",non-humor
5625,491,हिलना मत! उसमें बम है।,humor
5626,492,हिलने से फटता है।,non-humor
5627,493,हिला तो फटा।,humor
5628,494,चलो चलो। हिलना मत! हिलना मत!,non-humor
5629,495,हिलना मत।,humor
5630,496,"दिलरुबा जी, हां! अपना 50 परसेन्ट तो लेके जाओ?",non-humor
5631,497,नहीं नही वो रख लेना रख लेना।,humor
5632,498,बाय सीरियल मैं आने के बाद बताता हूँ ।।,non-humor
5633,499,सुचिता चोपड़ा को देख लेना।,humor
5634,500,"बच गए कुलकर्णी, बच गए ।।",non-humor
5635,501,काई का कुलकर्णी काई का बच गया ? पागल है तू?,humor
5636,502,अरे बम का आइडिया कहां से ले के आया?,non-humor
5637,503,और वो छोड़ बम कहाँ से लाया? अगर फट जाता तो ?,non-humor
5638,504,"काई रे, मेरे पास बम कहां से आएगा?",humor
5639,505,उसमें नारियल था नारियल।,non-humor
5640,506,वाह!,non-humor
5641,0,बोल करेगा मेरा मजाक,non-humor
5642,1,उड़ाएगा मेरी खिल्ली?,humor
5643,2,घुसा दुंगा ..,humor
5644,3,पापा पापा।।,non-humor
5645,4,आप ये क्या ..,non-humor
5646,5,ऐ तू चुप,humor
5647,6,उड़ाएगा मेरा मजाक? उड़ाएगा मेरा मजाक?,humor
5648,7,मम्मी,non-humor
5649,8,देखो ना पापा मेरे तोते को डांट रहे हैं।,humor
5650,9,"केशू! केशू, क्या कर रहे हो?",non-humor
5651,10,अब नकली तोते से भी दुश्मनी हो गई है तुम्हारी?,non-humor
5652,11,मेरी इन तोतों से बचपन से दुश्मनी है।,humor
5653,12,हे भगवान अकु बाई! क्यूं?,non-humor
5654,13,"कोकी, तुम्हें पता नहीं है।",non-humor
5655,14,बचपन में जब मैं छोटा था ..,humor
5656,15,क्या?,humor
5657,16,"अरे मतलब, जब मैं छोटा था।",non-humor
5658,17,तब मेरे पड़ोस में ऐसा ही एक तोता था।,non-humor
5659,18,जो बार बार मुझे बुद्धु  बुलाता था।,humor
5660,19,पर इस तोते ने तुम्हारा क्या बिगाड़ा है?,non-humor
5661,20,ये तो खिलौना है।,non-humor
5662,21,"हा पर बोलता तो है, है ना?",non-humor
5663,22,"और जब भी बोलता है, मुझे बेवकूफ बुलाता है।",non-humor
5664,23,"ऐ बेवकूफ,!'",humor
5665,24,देखा देखा फिर से बुलाया? इसने फिर कहा।,non-humor
5666,25,केशू ।।,non-humor
5667,26,जरुर इस दिलरुबा के बच्छे ने इस चिंटू को ये तोता देने से पहले,non-humor
5668,27,इसके अंदर ऐसी चिप बिठाई है,non-humor
5669,28,जिसकी रीकॉर्डिंग ना तो मैं डीलिट कर सकता हूं  और ना ही इस तोते को चुप करा सकता हूं!,humor
5670,29,"केशू, अरे बस बस बस।",non-humor
5671,30,अरे जब दिलरुबा जी ने ये हमें तोता दिया था ना,non-humor
5672,31,तब उन्होंने बताया था,non-humor
5673,32,कि एकदम असली तोते की तरह बात करता है।,humor
5674,33,गंभीरता से!,non-humor
5675,34,लेकिन ये नहीं बताया था,non-humor
5676,35,कि ये जो भी बोलता है सच बोलता है।,humor
5677,36,ऐ हंसो मत हंसो मत। कोकी मजाक नहीं हां।,non-humor
5678,37,"देखो, मैं कह रहा हूं इस तोते को अभी इसी वक्त इस घर से बहार निकालो",non-humor
5679,38,"वरना, मैं इसका गला दबोच  दूंगा।",non-humor
5680,39,"नहीं, पापा ऐसा मत करीए। ऐ तू चुप कर ..",non-humor
5681,40,तुम चुप रहो। शांत।,non-humor
5682,41,"मुझे सिखाया ना, तो तेरी टांग  तोड़ दूंगा!",non-humor
5683,42,केशू!,non-humor
5684,43,जा अंदर।,non-humor
5685,44,"जा, बेटे जा अंदर। अपने कमरे में जाओ।",non-humor
5686,45,क्या हो गया तुम्हें?,non-humor
5687,46,कैसी बोली बोल रहे हो?,non-humor
5688,47,गर्दन मरोड़ दुंगा।,non-humor
5689,48,टांग तोड़ दुंगा। क्या यह तुम्हें,non-humor
5690,49,शोभा देता है क्या?,non-humor
5691,50,"अरे क्या बताऊं, कोकी?",non-humor
5692,51,सुबह से मेरा एक काम ठीक से नहीं हो रहा है।,non-humor
5693,52,सुबह सुबह नहाने बाथरुम में गया,non-humor
5694,53,मूं पे साबुन लगाया,non-humor
5695,54,तो पानी गायब।,humor
5696,55,"फिर, मोबाइल से फोन करने गया",non-humor
5697,56,तो फोन में बैलेंस नहीं।,non-humor
5698,57,लैंडलाइन से फोन करने गया,non-humor
5699,58,तो फोन बंद।,humor
5700,59,केशू .. नीचे मेट्रो का काम चल रहा है ना इसी वजह से फ़ोन की लाइन खराब हो गई होगी।,non-humor
5701,60,फोन की लाइन नहीं मेरी लाइफलाइन खराब हो गई है।,humor
5702,61,अकु बाई..,non-humor
5703,62,ऐसे क्यूं बोल रहे हो?,non-humor
5704,63,"देखो, केशू, तम फिकर मत करना।",non-humor
5705,64,"ये, ये पिंकी है ना आज उसके यहां ज्योतिषी आने वाले हैं।",non-humor
5706,65,मैं सोच रही हूं ..,non-humor
5707,66,सोचना भी मत।,humor
5708,67,सोचना भी मत,non-humor
5709,68,उस ज्योतिषी को इस घर में लाने के बारे में सोचना भी मत।,non-humor
5710,69,वरना मैं उस ज्योतिषी का गला दबा दूंगा।,humor
5711,70,"केशू, फिर से ऐसे बोल रहे हो!",non-humor
5712,71,क्या हो गया तुम्हें ?,non-humor
5713,72,"अरे क्या करूँ, कोकी?",non-humor
5714,73,आज सुबह से ही मेरा मूड खराब है।,non-humor
5715,74,"हे, केशू ।।",non-humor
5716,75,ऐसा नहीं बोलते।,non-humor
5717,76,देखो आज कितना खुशी का दिन है।,non-humor
5718,77,आज क्या है?,non-humor
5719,78,अरे तुम्हीं ने तो कहा था ना पिछले चार दिनो कि छुट्टी में,non-humor
5720,79,तुम्हारे ऑफिस का रेनोवेशन चल रहा था और साथ-साथ,non-humor
5721,80,तुम्हारा कैबिन भी एकदम फ्रेश होने वाला है।,non-humor
5722,81,"तो एकदम फ्रेश मूड में अपने फ्रेश  केबिन में जाओ ना,",non-humor
5723,82,फ्रेश केबिन मेरा?,humor
5724,83,हाँ।,non-humor
5725,84,अरे वो खड़ूस गोलगप्पा शर्मा उसने अज तक,humor
5726,85,मेरे कमरे में क भी एयर फ्रेशनर नहीं दिया।,non-humor
5727,86,वो मेरा केबिन फ्रेश करेगा?,humor
5728,87,"देखो, कोकी, आज अगर उसने मुझे सबके सामने कुछ कहा ना",non-humor
5729,88,तो आज आज ।।,non-humor
5730,89,मैं सबके सामने उसे !,humor
5731,90,"केशू .. ओह, मेरी! केशू .. केशू!",humor
5732,91,"अरे, केशू! हलकट!'",non-humor
5733,92,मेरे केशू को क्या हो गया है?,non-humor
5734,93,मैंने आज तक उसे इतने गुस्से में कभी नहीं देखा है।,non-humor
5735,95,खून..,non-humor
5736,96,खून!,non-humor
5737,97,हाँ आपके पति के भविष्य में लिखा है उनके हाथों किसी का खून होने वाला है,humor
5738,98,ये क्या कह रहे हो आप?,non-humor
5739,99,अरे रे रे रे!,humor
5740,100,साढ़े सती ने जोर पकड़ लिया है,non-humor
5741,101,और इसी वजह से कल ठीक 7:30 बजे,non-humor
5742,102,आपके पति के हांथो किसी का खून होने वाला है।,humor
5743,103,क्या बकवास कर रहे हो?,non-humor
5744,104,आज तक मेरे केशू ने एक मच्छर भी नहीं मारा है।,non-humor
5745,105,"और, वह टमाटर सॉस देखता है न कभी तो खुन समझ के बेहोश हो जाता है।",humor
5746,106,अच्छा यही होगा कि आप यहां से फौरन चले जाओ।,non-humor
5747,107,मेरे पति को ज्योतिषियों से सख्त नफरत है,non-humor
5748,108,"अगर उन्होंने आपको यहां देख लिया ना, तो आपकी बताई भविष्यवाणी",non-humor
5749,109,आप ही के ऊपर सच हो जाएगी।,non-humor
5750,110,आप जाइये जाइये,humor
5751,111,"ठीक है मुझ पर विश्वास नहीं हैं, तो मेरा दक्षिणा लाइए।",non-humor
5752,112,"हां, दूंगी मैं दक्षिणा।",non-humor
5753,113,लेकिन कल शाम 7:30 बजे के बाद,non-humor
5754,114,वो भी अगर आपकी भविष्यवाणी सच हुई तो।,humor
5755,115,लेकिन एक बात याद रखिए।,non-humor
5756,116,मेरी भविष्यवाणी वाली बात अपने पति को मत बताना।,non-humor
5757,117,वरना उसी वक्त,non-humor
5758,118,वह किसी का खून कर सकते हैं।,humor
5759,119,पिंकी!,non-humor
5760,120,"के-कोकी, मुझे लगता है तूझे ना",non-humor
5761,121,केशू पा जी के आस पास के लोगो को सावधान कर देना चाहिए।,non-humor
5762,122,"अरे, पिंकी, इसकी कोई जरूरत नहीं है।",non-humor
5763,123,मैं उसका गला दबा दूंगा!',non-humor
5764,124,उसकी टांगें तोड़ दूँगा!',non-humor
5765,125,उसकी गर्दन मरोड़ दूंगा!',humor
5766,126,क्या हुआ?,non-humor
5767,127,पिंकी,non-humor
5768,128,"पिंकी, आज सवेरे से ना केशव बहुत ही अलग मूड में हैं।",non-humor
5769,129,एकदम बहकी बहकी बातें कर रहा था।,non-humor
5770,130,गला दबा दूंगा। गर्दन मरेड़ दूंगा।,humor
5771,131,अकु बाई!,non-humor
5772,132,लगता मुझे जाकर सबको सावधाल कर ही देना चाहिए।,humor
5773,133,हाँ।,humor
5774,134,"और पिंकी, आप सबसे ज्यादा खतरा तुम्हीं को है।",humor
5775,135,क्या!,humor
5776,136,अकु बाई!,non-humor
5777,138,"ओ हो हो हो हो, मेरी .. हाय।",non-humor
5778,139,ऑफिस एकदम ब्रांड न्यू हो गया।,non-humor
5779,140,एकदम चका चक ये बॉम्बे वाला।,non-humor
5780,141,अपने गोलगप्पे बॉस का कोई लॉटरी वाटरी लगा है क्या?,humor
5781,142,"पता नहीं, सर।",non-humor
5782,143,तो इतना पैसा कहां से आया?,non-humor
5783,144,"सर, वो कहते हैं ना,",non-humor
5784,145,ऊपर वाले की माया ऊपर वाला ही जाने।,non-humor
5785,146,"वैसे ही, बॉस की कार्नी बॉस ही जाने।",humor
5786,147,वाह! वाह! वाह! वाह!,non-humor
5787,148,"हां, तुमको पता है गोखले मैंन बॉस कुलकर्णी सर को कितनी हेट करता है।",humor
5788,149,उसके बावजूद भी,non-humor
5789,150,इतना ब्यूटीफुल केबिन बनवाया उनके लिए।,non-humor
5790,151,अच्छा?,non-humor
5791,152,कुलकर्णी ने अपना नया केबिन देखा?,non-humor
5792,153,वह घढ़ेड़ा अभी तक आया नहीं है।,humor
5793,154,"मायंकर, ये बैग ।।",non-humor
5794,155,मायंकर ।।,non-humor
5795,156,यश सर।,non-humor
5796,157,यश सर क्या !,non-humor
5797,158,सुबह सुबह ऑफिस में सो रहे हो?,non-humor
5798,159,सोने के पैसे मिलते हैं?,non-humor
5799,160,शर्म नहीं आती।,non-humor
5800,161,आपको क्या करना है! आप मेरे बॉस हैं?,humor
